harvest_age_hrs,crop_type,distance_km,ambient_temp_c,humidity_pct,rainfall_48h_mm,travel_time_hrs,region,season_month,farmer_experience,bin_quality,vehicle_type,risk_score,risk_label
96.0,tomato,8.68,23.08,73.73,6.95,0.5,maharashtra_2,6,novice,good,covered,63.95,RISKY
64.18,leafy_greens,38.76,30.06,58.8,0.91,0.58,maharashtra_1,11,expert,good,open,75.81,CRITICAL
71.94,eggplant,37.44,27.16,63.79,4.25,1.4,maharashtra_2,10,novice,fair,covered,84.78,CRITICAL
908.75,onion,18.17,30.08,56.81,2.81,0.5,maharashtra_2,1,moderate,good,covered,58.97,RISKY
12.8,leafy_greens,72.75,27.37,58.53,34.42,3.05,maharashtra_1,7,novice,good,covered,83.05,CRITICAL
42.56,tomato,11.14,38.18,40.0,4.85,0.77,maharashtra_2,8,moderate,fair,open,87.18,CRITICAL
2246.72,potato,6.23,28.53,58.22,6.33,0.5,maharashtra_1,3,expert,good,open,60.99,RISKY
2487.2,potato,11.57,29.85,52.92,24.48,1.33,maharashtra_1,4,expert,good,covered,48.32,RISKY
318.95,onion,6.46,23.69,72.75,2.54,0.5,maharashtra_2,5,expert,good,covered,31.02,SAFE
26.27,leafy_greens,4.29,22.79,75.32,3.24,0.5,maharashtra_2,7,expert,good,open,63.28,RISKY
12.72,tomato,9.89,26.53,66.98,32.94,0.5,maharashtra_1,9,expert,good,refrigerated,37.75,RISKY
479.18,onion,56.6,38.27,40.0,26.27,3.13,maharashtra_2,11,novice,poor,covered,83.53,CRITICAL
15.99,eggplant,3.71,30.13,52.1,14.69,1.03,maharashtra_1,5,moderate,good,open,51.16,RISKY
62.91,leafy_greens,9.73,31.0,52.29,0.36,0.5,maharashtra_2,11,moderate,good,open,91.34,CRITICAL
16.71,tomato,5.0,23.96,80.61,30.58,0.5,maharashtra_3,5,moderate,fair,open,33.72,SAFE
693.47,onion,7.32,29.58,49.33,26.22,0.74,maharashtra_1,11,novice,poor,open,91.6,CRITICAL
290.91,onion,4.18,25.88,69.18,8.64,0.5,maharashtra_1,9,moderate,fair,covered,56.06,RISKY
162.36,eggplant,46.02,26.54,70.7,11.89,1.79,maharashtra_1,2,expert,good,covered,58.06,RISKY
384.87,onion,32.75,27.15,67.33,1.34,0.94,maharashtra_1,7,moderate,fair,open,52.6,RISKY
96.18,onion,3.61,26.88,70.28,1.81,0.5,maharashtra_1,4,moderate,fair,covered,35.87,RISKY
32.7,tomato,31.48,37.07,40.0,4.05,0.5,maharashtra_2,8,moderate,good,open,79.98,CRITICAL
606.64,onion,2.51,30.44,55.24,5.12,0.5,maharashtra_1,11,novice,good,covered,65.92,RISKY
58.97,tomato,54.32,26.65,66.05,29.51,2.36,maharashtra_1,3,moderate,poor,covered,100.0,CRITICAL
318.01,onion,23.68,30.63,55.62,3.06,1.22,maharashtra_2,12,expert,good,refrigerated,23.74,SAFE
1230.6,potato,19.87,30.88,45.35,34.89,0.74,maharashtra_2,2,expert,good,covered,53.62,RISKY
15.72,leafy_greens,16.05,26.4,59.85,0.54,0.54,maharashtra_1,12,novice,good,open,69.62,RISKY
637.49,onion,12.09,27.59,64.73,44.54,1.57,maharashtra_3,4,expert,good,open,52.77,RISKY
374.14,onion,16.45,38.18,40.0,2.61,0.5,maharashtra_2,3,moderate,poor,open,56.14,RISKY
1296.0,onion,28.55,39.56,40.0,1.03,1.01,maharashtra_2,1,expert,good,covered,54.0,RISKY
13.38,tomato,8.86,28.6,63.51,1.32,0.5,maharashtra_2,9,expert,good,open,32.16,SAFE
607.97,onion,2.74,33.49,51.79,0.49,0.5,maharashtra_2,10,novice,poor,open,93.16,CRITICAL
24.92,tomato,15.29,25.02,67.97,1.6,0.5,maharashtra_3,6,novice,fair,covered,55.74,RISKY
24.6,leafy_greens,25.1,24.13,74.31,1.75,0.5,maharashtra_3,8,expert,fair,refrigerated,46.15,RISKY
1990.47,potato,7.54,32.54,49.48,0.46,0.5,maharashtra_2,8,novice,poor,refrigerated,66.82,RISKY
70.92,leafy_greens,2.05,32.58,46.85,3.83,0.5,maharashtra_2,10,moderate,fair,open,100.0,CRITICAL
14.91,tomato,10.29,32.84,40.91,0.5,0.5,maharashtra_2,3,expert,poor,covered,62.86,RISKY
2025.44,potato,2.74,30.92,46.72,0.92,0.5,maharashtra_2,12,moderate,good,covered,60.94,RISKY
28.87,onion,53.93,34.6,40.1,2.58,0.94,maharashtra_2,1,novice,poor,open,48.49,RISKY
2115.9,potato,27.38,33.75,45.66,69.71,1.04,maharashtra_2,10,novice,poor,refrigerated,72.96,CRITICAL
852.76,onion,52.46,24.37,77.05,1.65,1.64,maharashtra_1,1,moderate,fair,open,74.56,CRITICAL
74.03,tomato,18.98,24.78,65.53,6.29,0.97,maharashtra_3,9,novice,fair,open,99.51,CRITICAL
2709.18,potato,9.73,33.79,44.84,2.26,0.5,maharashtra_2,10,moderate,fair,covered,78.39,CRITICAL
846.01,potato,16.94,25.94,63.02,9.23,0.5,maharashtra_3,10,moderate,good,open,30.19,SAFE
741.45,potato,15.1,33.11,47.85,0.9,0.62,maharashtra_2,5,moderate,fair,open,48.42,RISKY
93.02,tomato,11.16,29.85,63.32,1.66,0.5,maharashtra_3,8,moderate,fair,open,84.72,CRITICAL
72.5,leafy_greens,12.38,34.74,40.04,6.82,0.5,maharashtra_2,7,moderate,good,open,95.71,CRITICAL
571.39,potato,12.33,23.84,71.36,2.29,0.5,maharashtra_3,7,moderate,fair,covered,29.71,SAFE
47.31,leafy_greens,25.46,35.23,40.0,19.75,0.5,maharashtra_1,9,expert,good,covered,70.13,CRITICAL
2310.13,potato,10.34,33.8,44.88,2.05,0.81,maharashtra_1,4,novice,fair,refrigerated,50.04,RISKY
50.24,leafy_greens,4.49,27.43,62.96,0.99,0.81,maharashtra_2,1,moderate,fair,open,87.28,CRITICAL
293.11,onion,12.9,27.23,63.38,2.64,0.5,maharashtra_2,10,novice,fair,open,52.1,RISKY
541.26,potato,2.3,26.08,68.15,0.54,1.08,maharashtra_1,2,expert,good,open,23.01,SAFE
1076.46,potato,13.49,28.01,67.33,6.53,0.5,maharashtra_2,7,expert,fair,open,52.99,RISKY
86.4,leafy_greens,18.55,31.87,51.54,1.55,0.5,maharashtra_2,1,novice,fair,open,100.0,CRITICAL
429.49,onion,22.96,25.23,65.72,0.51,1.09,maharashtra_1,8,novice,poor,covered,81.21,CRITICAL
64.05,leafy_greens,3.31,24.53,76.46,1.49,0.5,maharashtra_2,2,novice,fair,open,93.47,CRITICAL
129.6,tomato,39.92,32.39,44.87,0.83,1.11,maharashtra_2,12,moderate,fair,open,100.0,CRITICAL
527.09,onion,16.05,31.94,48.63,36.1,0.5,maharashtra_2,2,expert,good,covered,51.77,RISKY
45.93,leafy_greens,4.16,27.17,60.13,4.82,0.5,maharashtra_1,1,novice,fair,covered,100.0,CRITICAL
15.36,tomato,4.88,30.44,51.36,2.1,0.52,maharashtra_2,8,novice,good,covered,55.61,RISKY
978.51,potato,16.78,29.37,64.12,12.9,1.11,maharashtra_3,5,expert,fair,open,48.9,RISKY
127.63,tomato,31.72,27.65,64.29,3.83,1.29,maharashtra_3,4,novice,fair,covered,96.2,CRITICAL
37.93,tomato,16.1,25.91,68.49,1.48,0.5,maharashtra_1,5,moderate,good,refrigerated,32.03,SAFE
8.34,tomato,4.8,29.32,60.86,0.08,0.5,maharashtra_1,2,moderate,fair,open,50.95,RISKY
48.27,leafy_greens,26.42,22.62,77.83,15.95,1.54,maharashtra_3,7,moderate,fair,open,100.0,CRITICAL
8.48,leafy_greens,24.28,29.03,69.01,3.63,0.5,maharashtra_2,4,expert,good,covered,50.52,RISKY
285.67,onion,12.85,32.21,52.69,1.72,0.5,maharashtra_2,3,moderate,fair,open,56.64,RISKY
3888.0,potato,3.42,24.67,73.88,1.04,0.75,maharashtra_3,8,moderate,good,open,50.93,RISKY
510.01,onion,89.09,24.52,66.85,1.36,2.14,maharashtra_2,8,expert,poor,covered,68.46,RISKY
9.3,eggplant,18.35,22.85,91.93,14.37,0.5,maharashtra_1,1,expert,fair,open,26.44,SAFE
13.0,tomato,40.36,29.23,59.94,14.04,0.79,maharashtra_1,12,moderate,poor,open,67.9,RISKY
60.27,tomato,21.01,29.0,54.94,3.67,0.54,maharashtra_2,10,expert,good,covered,75.0,CRITICAL
45.45,eggplant,10.51,27.93,57.29,2.16,0.5,maharashtra_1,4,novice,good,open,60.01,RISKY
409.1,onion,42.0,27.27,61.65,0.93,1.73,maharashtra_1,4,expert,good,open,46.39,RISKY
22.28,leafy_greens,31.72,25.8,72.57,6.76,1.49,maharashtra_3,12,moderate,good,covered,67.67,RISKY
7.98,tomato,14.05,32.63,40.77,2.88,0.93,maharashtra_2,7,moderate,poor,refrigerated,60.9,RISKY
512.41,onion,25.02,29.45,50.98,3.07,1.16,maharashtra_1,4,novice,fair,open,66.25,RISKY
37.64,eggplant,27.76,37.15,40.0,6.73,1.25,maharashtra_2,6,novice,good,open,56.7,RISKY
360.45,onion,2.13,30.42,51.68,1.85,0.5,maharashtra_2,1,moderate,good,open,56.38,RISKY
51.18,tomato,45.68,32.86,56.94,8.1,1.22,maharashtra_2,5,novice,fair,covered,96.76,CRITICAL
78.9,leafy_greens,16.97,21.84,83.9,5.67,0.96,maharashtra_3,11,moderate,fair,open,92.17,CRITICAL
11.76,onion,3.92,36.43,40.0,1.15,0.5,maharashtra_2,6,expert,poor,covered,26.28,SAFE
358.19,onion,20.26,35.45,40.0,1.79,0.5,maharashtra_2,8,novice,good,open,50.0,RISKY
26.22,tomato,6.57,29.18,61.6,8.03,0.5,maharashtra_3,5,novice,good,covered,64.41,RISKY
51.07,tomato,5.82,32.15,49.17,100.0,0.5,maharashtra_2,1,expert,good,refrigerated,55.23,RISKY
23.8,leafy_greens,12.76,36.86,43.33,8.91,1.65,maharashtra_2,8,expert,good,covered,71.52,CRITICAL
80.43,onion,23.76,31.13,51.52,6.26,1.6,maharashtra_1,1,moderate,good,covered,28.04,SAFE
3453.48,potato,34.4,30.59,47.26,57.05,2.35,maharashtra_1,8,expert,fair,open,74.96,CRITICAL
123.06,eggplant,8.91,28.78,61.41,3.57,0.87,maharashtra_2,4,expert,fair,open,62.11,RISKY
84.42,eggplant,3.79,28.25,64.47,1.63,0.5,maharashtra_3,6,expert,good,open,60.59,RISKY
861.2,onion,3.08,34.18,45.14,19.1,1.15,maharashtra_2,7,expert,poor,covered,64.97,RISKY
21.05,leafy_greens,27.13,32.51,41.32,17.35,1.72,maharashtra_2,10,expert,poor,covered,95.76,CRITICAL
244.13,onion,7.22,22.62,79.85,10.46,0.5,maharashtra_1,1,novice,fair,open,44.97,RISKY
738.75,potato,6.61,27.83,70.35,2.39,1.56,maharashtra_1,1,moderate,fair,refrigerated,28.43,SAFE
61.5,leafy_greens,40.79,32.06,42.7,0.92,1.89,maharashtra_1,6,novice,poor,open,100.0,CRITICAL
32.66,tomato,54.89,21.02,77.1,11.9,2.79,maharashtra_1,1,moderate,poor,open,69.95,RISKY
2250.2,potato,19.27,37.46,40.0,7.8,0.78,maharashtra_2,1,moderate,fair,covered,74.69,CRITICAL
17.16,leafy_greens,19.51,31.29,46.47,27.97,1.02,maharashtra_2,8,novice,poor,open,100.0,CRITICAL
9.45,onion,4.96,26.45,76.27,1.67,0.99,maharashtra_1,12,moderate,good,open,30.29,SAFE
51.61,tomato,49.75,26.5,63.33,0.74,0.85,maharashtra_1,10,novice,good,open,79.79,CRITICAL
15.81,leafy_greens,3.17,28.44,59.18,89.97,0.5,maharashtra_3,9,expert,fair,open,68.98,RISKY
17.94,leafy_greens,4.6,28.25,59.67,1.8,0.5,maharashtra_2,11,expert,poor,covered,57.92,RISKY
17.98,tomato,12.61,33.38,46.15,2.62,0.7,maharashtra_2,3,expert,poor,open,62.23,RISKY
224.2,onion,2.79,25.47,60.94,4.07,0.5,maharashtra_3,12,novice,fair,open,45.6,RISKY
53.92,tomato,12.72,38.18,40.0,1.77,0.69,maharashtra_2,7,expert,poor,refrigerated,58.42,RISKY
390.51,onion,4.81,27.84,62.11,5.04,0.5,maharashtra_1,5,moderate,fair,covered,49.63,RISKY
852.89,onion,20.38,23.94,70.6,1.65,0.5,maharashtra_3,10,expert,fair,covered,50.95,RISKY
28.91,leafy_greens,19.83,24.73,72.35,4.44,0.5,maharashtra_3,10,expert,poor,open,71.45,CRITICAL
22.73,leafy_greens,4.66,31.57,48.8,1.15,0.66,maharashtra_1,1,expert,fair,covered,81.51,CRITICAL
47.1,leafy_greens,14.32,23.14,71.28,7.29,0.5,maharashtra_3,10,expert,poor,open,90.13,CRITICAL
792.39,onion,10.28,27.64,60.93,2.65,0.5,maharashtra_2,12,expert,poor,refrigerated,46.82,RISKY
14.2,eggplant,6.82,29.81,57.13,4.37,0.5,maharashtra_2,1,novice,good,covered,38.2,RISKY
14.11,leafy_greens,4.84,25.99,66.82,16.19,0.5,maharashtra_3,4,novice,fair,open,66.2,RISKY
55.7,tomato,4.13,29.4,64.41,3.56,0.5,maharashtra_2,12,moderate,fair,covered,78.65,CRITICAL
11.97,leafy_greens,22.57,38.43,40.0,7.47,0.5,maharashtra_2,3,moderate,good,open,70.56,CRITICAL
17.91,eggplant,14.84,29.12,60.37,25.88,0.68,maharashtra_3,7,moderate,good,open,36.21,RISKY
2691.48,potato,10.21,27.48,69.74,15.99,1.23,maharashtra_1,3,moderate,fair,covered,63.12,RISKY
110.64,tomato,2.02,32.03,49.36,0.12,0.5,maharashtra_1,4,moderate,good,refrigerated,56.99,RISKY
68.39,tomato,11.42,24.4,62.99,5.93,0.5,maharashtra_3,6,novice,good,open,84.16,CRITICAL
2524.42,potato,8.8,30.08,61.25,3.4,0.5,maharashtra_3,8,novice,fair,covered,90.15,CRITICAL
81.99,onion,21.03,30.28,55.11,3.37,0.5,maharashtra_1,1,novice,good,covered,41.14,RISKY
40.02,tomato,8.87,28.24,60.82,10.82,1.66,maharashtra_2,6,novice,fair,refrigerated,58.19,RISKY
466.6,onion,13.06,23.98,71.47,0.58,0.5,maharashtra_1,5,novice,fair,covered,56.37,RISKY
65.73,tomato,14.51,33.17,48.38,22.38,0.5,maharashtra_1,8,expert,good,open,79.53,CRITICAL
26.51,eggplant,25.7,26.18,68.73,39.64,0.76,maharashtra_3,11,moderate,fair,refrigerated,46.24,RISKY
195.95,onion,3.96,31.48,42.14,2.79,0.5,maharashtra_3,2,moderate,fair,open,41.54,RISKY
24.57,leafy_greens,18.96,27.55,58.11,48.99,2.02,maharashtra_1,1,expert,fair,open,84.95,CRITICAL
87.61,tomato,6.0,30.43,61.34,2.4,1.1,maharashtra_1,12,moderate,fair,covered,92.49,CRITICAL
327.09,onion,42.43,34.62,43.54,1.48,1.85,maharashtra_2,11,novice,fair,covered,49.9,RISKY
8.53,eggplant,2.51,27.57,61.24,12.74,0.76,maharashtra_3,6,expert,poor,refrigerated,19.82,SAFE
21.41,leafy_greens,22.86,27.42,65.01,1.38,0.96,maharashtra_1,7,moderate,poor,covered,90.88,CRITICAL
38.5,tomato,2.43,26.63,61.67,6.7,0.5,maharashtra_1,4,moderate,good,open,67.54,RISKY
81.23,tomato,32.23,28.68,59.0,7.12,1.01,maharashtra_1,8,novice,fair,open,100.0,CRITICAL
120.53,eggplant,13.16,25.78,54.18,2.24,0.5,maharashtra_3,11,moderate,fair,open,69.56,RISKY
665.12,onion,22.37,27.24,60.07,14.81,1.44,maharashtra_1,7,novice,good,open,83.36,CRITICAL
34.32,leafy_greens,10.09,30.48,49.66,3.52,0.62,maharashtra_2,11,moderate,good,covered,85.52,CRITICAL
77.92,onion,16.0,20.27,82.62,13.18,0.91,maharashtra_1,9,moderate,good,open,15.02,SAFE
12.94,tomato,22.62,30.08,60.16,39.5,1.59,maharashtra_1,5,novice,good,open,70.16,CRITICAL
129.6,tomato,2.6,35.47,48.22,0.1,0.5,maharashtra_2,7,moderate,good,covered,83.01,CRITICAL
893.63,onion,6.93,25.38,61.66,46.33,0.5,maharashtra_3,6,expert,fair,covered,55.81,RISKY
29.9,tomato,12.34,37.02,40.0,14.4,0.5,maharashtra_2,9,novice,good,open,75.47,CRITICAL
966.53,onion,35.25,22.6,72.69,0.27,0.67,maharashtra_2,4,moderate,poor,open,95.21,CRITICAL
567.7,onion,18.5,35.28,40.0,0.71,0.5,maharashtra_2,10,expert,good,covered,56.06,RISKY
55.13,tomato,24.99,28.03,53.38,0.29,1.12,maharashtra_2,8,moderate,good,refrigerated,65.51,RISKY
42.95,leafy_greens,9.24,39.07,40.0,10.39,0.5,maharashtra_2,9,moderate,poor,open,100.0,CRITICAL
16.81,tomato,4.62,28.44,62.99,17.73,0.5,maharashtra_2,4,moderate,good,open,58.38,RISKY
140.66,eggplant,11.55,21.96,74.78,9.7,0.64,maharashtra_3,2,novice,good,open,70.27,CRITICAL
63.28,tomato,11.13,37.28,40.0,3.75,0.87,maharashtra_2,4,novice,good,covered,99.19,CRITICAL
321.47,onion,59.44,30.67,57.43,37.37,2.82,maharashtra_2,9,expert,fair,refrigerated,30.92,SAFE
740.72,onion,14.13,27.55,69.05,10.98,0.5,maharashtra_1,12,expert,good,open,53.62,RISKY
2733.87,potato,3.4,28.48,62.12,0.86,0.5,maharashtra_2,8,expert,poor,covered,63.54,RISKY
1296.0,onion,7.03,23.97,72.2,19.49,1.07,maharashtra_3,4,moderate,good,open,70.06,CRITICAL
3824.08,potato,10.92,24.1,66.52,0.4,0.5,maharashtra_1,8,novice,poor,covered,73.8,CRITICAL
71.85,tomato,20.47,34.53,44.43,0.65,0.5,maharashtra_2,4,novice,good,refrigerated,75.94,CRITICAL
98.41,eggplant,9.66,30.72,47.11,69.64,0.5,maharashtra_3,3,moderate,fair,covered,91.22,CRITICAL
43.05,leafy_greens,6.06,30.1,56.19,3.59,0.5,maharashtra_2,5,novice,fair,covered,98.62,CRITICAL
9.03,leafy_greens,8.37,29.96,57.44,7.04,0.96,maharashtra_1,8,moderate,fair,open,71.68,CRITICAL
60.43,leafy_greens,18.96,23.53,75.47,9.14,0.75,maharashtra_3,7,expert,good,covered,56.22,RISKY
38.67,tomato,13.17,30.36,48.63,1.34,0.5,maharashtra_2,4,moderate,good,covered,76.01,CRITICAL
38.82,tomato,49.75,34.51,45.97,10.71,2.42,maharashtra_2,12,novice,good,open,99.58,CRITICAL
653.92,onion,6.03,28.93,53.18,15.04,0.5,maharashtra_1,1,novice,poor,open,97.21,CRITICAL
828.84,onion,17.31,30.82,52.24,0.55,0.5,maharashtra_1,2,moderate,good,open,69.61,RISKY
4.32,leafy_greens,19.04,31.25,56.41,4.33,0.5,maharashtra_2,7,expert,poor,covered,54.06,RISKY
2816.43,potato,2.05,26.05,67.34,5.23,0.5,maharashtra_1,10,novice,poor,open,91.17,CRITICAL
143.29,onion,13.77,24.78,70.2,0.23,1.08,maharashtra_1,1,novice,fair,open,41.77,RISKY
53.25,tomato,13.78,26.01,59.05,8.41,0.5,maharashtra_3,8,moderate,poor,open,95.22,CRITICAL
11.29,eggplant,9.91,27.96,62.43,2.26,0.5,maharashtra_1,8,expert,good,open,29.75,SAFE
30.25,leafy_greens,8.11,40.0,40.0,16.59,0.5,maharashtra_2,9,novice,good,open,93.29,CRITICAL
26.72,leafy_greens,32.46,30.07,55.98,8.56,1.42,maharashtra_3,2,expert,good,open,57.96,RISKY
548.74,onion,9.59,25.17,74.92,13.42,0.5,maharashtra_1,12,moderate,good,open,66.55,RISKY
22.08,eggplant,22.84,33.98,40.0,1.93,0.79,maharashtra_2,8,expert,good,covered,35.57,RISKY
5.36,leafy_greens,28.8,28.95,63.13,3.74,1.18,maharashtra_1,12,moderate,good,open,56.7,RISKY
26.19,tomato,5.78,30.4,61.73,2.51,0.5,maharashtra_2,8,novice,fair,open,74.58,CRITICAL
247.73,onion,6.18,27.76,60.27,0.64,0.5,maharashtra_1,8,expert,good,refrigerated,33.39,SAFE
41.91,tomato,6.59,27.46,59.64,1.19,0.5,maharashtra_1,8,moderate,fair,covered,74.34,CRITICAL
1993.42,potato,8.83,27.57,61.6,100.0,0.54,maharashtra_1,6,novice,good,open,84.23,CRITICAL
86.4,leafy_greens,23.19,23.23,81.77,29.94,0.5,maharashtra_1,10,novice,poor,covered,96.08,CRITICAL
1057.58,potato,6.55,29.16,52.84,1.01,0.75,maharashtra_1,12,expert,poor,open,50.55,RISKY
63.91,eggplant,6.36,27.98,54.57,59.25,1.04,maharashtra_3,12,novice,good,open,79.33,CRITICAL
289.6,onion,12.47,34.37,43.07,0.27,0.55,maharashtra_2,9,novice,poor,covered,67.17,RISKY
283.48,onion,5.28,27.32,67.1,24.03,0.5,maharashtra_2,3,moderate,good,covered,52.16,RISKY
112.99,tomato,17.51,26.23,63.94,3.67,0.6,maharashtra_1,9,moderate,good,covered,75.35,CRITICAL
13.08,tomato,19.93,24.85,70.47,5.73,0.5,maharashtra_3,1,novice,fair,open,55.01,RISKY
80.36,eggplant,30.92,35.16,45.01,2.76,0.73,maharashtra_2,1,expert,fair,refrigerated,31.21,SAFE
486.82,onion,23.63,36.66,40.0,1.85,0.76,maharashtra_1,8,moderate,good,open,53.92,RISKY
669.08,potato,9.79,35.32,47.79,0.71,0.5,maharashtra_2,3,moderate,good,covered,43.56,RISKY
21.89,tomato,11.85,24.43,73.21,0.42,0.53,maharashtra_2,7,expert,fair,open,54.41,RISKY
328.76,onion,17.8,34.33,43.11,0.24,0.5,maharashtra_2,10,novice,fair,covered,60.82,RISKY
13.23,leafy_greens,10.03,26.2,69.79,0.65,0.6,maharashtra_1,6,moderate,good,open,45.97,RISKY
1568.79,potato,46.69,31.83,47.11,12.0,2.39,maharashtra_2,8,moderate,fair,covered,61.77,RISKY
11.08,leafy_greens,36.1,27.43,66.06,48.8,1.58,maharashtra_1,8,novice,fair,open,89.19,CRITICAL
36.24,tomato,6.37,27.82,63.38,10.22,1.03,maharashtra_3,4,moderate,good,open,60.22,RISKY
44.65,leafy_greens,11.82,30.63,57.62,3.6,0.51,maharashtra_2,11,moderate,poor,covered,95.51,CRITICAL
41.03,tomato,9.54,30.76,58.38,0.65,0.5,maharashtra_2,5,expert,poor,refrigerated,50.75,RISKY
349.8,onion,4.43,37.09,40.0,6.37,0.6,maharashtra_2,4,expert,good,open,45.3,RISKY
2034.3,potato,8.89,32.87,40.0,0.47,0.5,maharashtra_2,8,novice,good,covered,72.66,CRITICAL
536.55,onion,6.76,24.44,74.9,7.16,0.5,maharashtra_1,1,moderate,good,refrigerated,32.82,SAFE
101.0,onion,27.65,29.45,64.03,1.49,0.5,maharashtra_2,8,expert,fair,open,34.89,SAFE
35.51,leafy_greens,13.54,32.4,50.39,1.23,0.5,maharashtra_2,12,expert,fair,open,75.46,CRITICAL
3105.06,potato,10.26,31.58,52.38,8.23,0.5,maharashtra_2,11,expert,poor,refrigerated,55.17,RISKY
425.98,potato,36.87,21.56,81.52,4.07,0.5,maharashtra_2,1,novice,good,open,5.27,SAFE
2338.36,potato,18.66,24.22,61.75,5.78,0.53,maharashtra_3,3,novice,good,open,65.26,RISKY
37.6,tomato,49.96,26.34,62.33,0.04,0.5,maharashtra_3,7,moderate,fair,open,72.35,CRITICAL
53.96,leafy_greens,8.99,22.22,73.47,7.87,0.5,maharashtra_1,9,novice,good,covered,73.47,CRITICAL
18.76,tomato,17.33,27.67,63.66,19.44,0.5,maharashtra_2,7,expert,fair,open,47.47,RISKY
717.08,onion,2.12,34.71,40.0,48.5,0.5,maharashtra_2,6,expert,poor,open,86.08,CRITICAL
31.24,tomato,10.42,29.12,57.14,4.34,0.5,maharashtra_2,12,moderate,good,refrigerated,46.57,RISKY
64.05,leafy_greens,14.26,24.13,72.4,2.35,0.5,maharashtra_1,10,moderate,poor,covered,86.12,CRITICAL
2856.24,potato,8.72,32.7,52.65,6.82,0.5,maharashtra_2,7,expert,poor,open,75.37,CRITICAL
552.55,onion,6.33,31.91,42.62,20.24,0.5,maharashtra_1,9,expert,fair,covered,58.87,RISKY
106.09,tomato,15.9,29.69,59.34,5.63,0.52,maharashtra_1,9,expert,fair,open,79.24,CRITICAL
10.63,tomato,6.4,25.65,72.43,10.56,0.5,maharashtra_3,12,moderate,poor,open,61.16,RISKY
116.31,tomato,20.49,18.15,94.53,8.69,1.07,maharashtra_3,5,moderate,fair,refrigerated,41.4,RISKY
2729.03,potato,23.79,32.21,52.76,1.25,0.5,maharashtra_1,11,moderate,fair,open,81.24,CRITICAL
722.05,onion,32.79,29.38,56.16,0.47,0.95,maharashtra_1,9,moderate,poor,open,84.34,CRITICAL
40.42,leafy_greens,7.79,26.76,64.2,4.27,0.5,maharashtra_1,6,expert,good,open,59.87,RISKY
84.64,eggplant,26.01,28.02,60.29,27.28,0.5,maharashtra_3,8,novice,fair,covered,79.15,CRITICAL
13.49,tomato,10.6,27.7,54.15,1.77,0.73,maharashtra_2,9,moderate,poor,covered,67.08,RISKY
8.6,tomato,10.2,33.22,51.08,17.4,0.5,maharashtra_2,2,novice,fair,open,66.01,RISKY
411.26,onion,13.33,30.0,49.83,2.27,0.77,maharashtra_1,7,expert,fair,open,43.36,RISKY
1319.14,potato,17.11,27.45,67.44,46.2,1.11,maharashtra_1,3,expert,fair,covered,67.15,RISKY
1159.82,potato,65.99,28.21,59.52,47.1,2.19,maharashtra_1,3,expert,fair,open,49.88,RISKY
139.75,eggplant,17.54,30.77,58.17,0.5,0.52,maharashtra_2,9,novice,fair,refrigerated,62.91,RISKY
97.33,onion,14.9,29.73,54.15,10.25,0.5,maharashtra_3,6,expert,fair,refrigerated,18.32,SAFE
19.51,tomato,19.91,27.92,66.48,2.31,0.52,maharashtra_1,4,expert,fair,covered,46.44,RISKY
73.91,tomato,26.14,27.56,65.6,2.12,0.97,maharashtra_1,8,moderate,fair,open,96.62,CRITICAL
37.77,eggplant,8.53,31.54,53.72,1.24,1.25,maharashtra_1,1,moderate,poor,open,57.68,RISKY
35.95,tomato,14.53,30.38,56.33,4.29,0.5,maharashtra_1,7,moderate,fair,open,75.19,CRITICAL
411.73,onion,6.59,31.15,51.54,28.08,0.5,maharashtra_1,5,novice,fair,open,69.55,RISKY
26.09,tomato,7.47,29.69,40.0,8.78,0.5,maharashtra_3,10,novice,fair,refrigerated,64.75,RISKY
25.34,leafy_greens,32.93,34.83,40.87,4.84,1.54,maharashtra_2,3,moderate,fair,covered,100.0,CRITICAL
41.03,eggplant,29.34,28.69,60.16,1.35,0.5,maharashtra_1,7,moderate,fair,covered,44.3,RISKY
44.76,tomato,10.13,32.83,49.6,9.6,0.58,maharashtra_1,1,moderate,good,open,76.92,CRITICAL
467.16,onion,2.37,27.31,51.41,1.01,0.5,maharashtra_3,4,moderate,good,covered,46.68,RISKY
116.88,tomato,13.6,27.44,68.16,0.24,0.5,maharashtra_1,2,novice,good,covered,75.71,CRITICAL
24.91,leafy_greens,4.69,32.06,40.81,58.98,0.5,maharashtra_2,7,expert,fair,covered,77.66,CRITICAL
45.82,tomato,14.03,27.79,63.35,3.25,0.5,maharashtra_1,11,moderate,fair,covered,73.11,CRITICAL
1247.97,potato,9.89,26.69,58.34,23.78,0.5,maharashtra_1,10,novice,good,open,49.53,RISKY
49.66,leafy_greens,3.65,28.93,53.53,1.93,0.5,maharashtra_2,6,moderate,good,covered,89.52,CRITICAL
903.63,onion,7.58,29.85,53.32,8.24,0.5,maharashtra_3,9,novice,good,covered,73.92,CRITICAL
33.91,tomato,6.46,25.76,66.29,86.55,0.5,maharashtra_2,10,moderate,poor,covered,88.03,CRITICAL
868.72,onion,20.68,26.65,62.79,3.23,0.5,maharashtra_3,11,expert,good,covered,46.59,RISKY
433.38,onion,9.54,22.16,76.2,99.73,0.5,maharashtra_3,11,expert,poor,covered,62.22,RISKY
